id,title,genre,year,director,rating
4608,Education offer,Horror,1977,Jody Hoffman,3.8
4609,Dog admit ability,Romance,2014,Adriana Evans,4.3
4610,Popular store later,Sci-Fi,1980,Chad Dyer,2.2
4611,New check,Romance,1987,Sabrina Stevens,1.5
4612,Week standard health,Horror,2006,Samantha Lyons,7.8
4613,Low within,Drama,1965,Caitlin Hill,5.6
4614,Generation yeah medical,Action,1983,Lisa Forbes,2.5
4615,Subject check in,Documentary,2012,Craig Thompson,1.0
4616,Government point,Thriller,1978,Wesley Mcconnell,2.1
4617,Near summer,Drama,1967,Caitlin Hill,1.8
4618,Successful less,Romance,1953,Angela Martin,3.1
4619,Authority mention treatment,Documentary,2023,Gregory Watts,9.7
4620,Financial eight,Romance,1990,Katrina Wiley,1.5
4621,Conference outside,Romance,2001,Brian Kelley,3.7
4622,Ground sing product lot,Comedy,1965,Gregory Saunders,3.8
4623,Anything over,Romance,2023,Jill Thornton,8.3
4624,Life clearly free,Comedy,1999,Chelsea Khan,3.4
4625,Clear plan,Documentary,1987,Cindy Dean,1.1
4626,Many,Romance,1978,Kevin Guerra,4.8
4627,Drug own interest,Romance,1953,Anna Hanson,6.6
4628,Practice hope prove,Thriller,1974,Corey Rodriguez,5.8
4629,Management occur suddenly,Horror,1964,Philip Gomez,8.8
4630,Who cold something,Thriller,2011,Timothy Hill,8.7
4631,Call employee magazine,Action,2011,Gregory Watts,8.4
4632,Include tough,Documentary,2020,Anna Ray,6.8
4633,Table vote hold,Comedy,1970,Anna Hanson,6.3
4634,Claim sing responsibility,Romance,1972,Eric Boyd,8.7
4635,Could protect,Thriller,1982,Scott Jones Jr.,2.3
4636,Moment night police,Sci-Fi,1952,Tim Richardson,5.7
4637,Difficult cup decision,Sci-Fi,1992,Daniel Jones,5.9
4638,Personal media,Comedy,1956,Daniel Jones,6.6
4639,Or including,Drama,1950,Lisa Forbes,5.6
4640,Describe pass,Thriller,2003,Tim Richardson,5.4
4641,State source,Comedy,1986,Christine Johnson,5.2
4642,Wind read,Thriller,1976,Sabrina Stevens,2.0
4643,Body case admit,Action,1966,Tyler Rogers,6.3
4644,Gas,Drama,1974,Philip Williams,7.3
4645,Member west,Sci-Fi,1973,Ernest Harvey,4.5
4646,Hundred produce parent,Horror,1974,Caitlin Hill,8.6
4647,Animal bar soon,Documentary,2006,Brady Rose,7.1
4648,Campaign soldier,Documentary,1986,Christine Cunningham,3.0
4649,There test prevent,Comedy,2016,Brady Rose,1.9
4650,Cultural thing,Drama,1964,Ernest Harvey,2.6
4651,According take,Comedy,1956,Susan Cruz,5.3
4652,Full here too,Action,1967,Ernest Harvey,5.1
4653,Science half,Comedy,1971,Chelsea Khan,8.8
4654,Travel stop identify,Romance,1955,Erika Douglas,3.4
4655,Over,Horror,1975,Melissa Hardin,1.3
4656,Be star probably,Sci-Fi,1968,Stacey Morrison,6.4
4657,Each huge quality,Romance,1960,Alicia Long,5.7
4658,In evening edge,Sci-Fi,1987,Jennifer Smith,4.9
4659,Fine where,Horror,1998,Katrina Wiley,3.2
4660,Pressure somebody,Horror,2009,Adriana Evans,3.2
4661,Specific happen,Drama,1986,Adriana Evans,1.1
4662,Worker evening,Action,1994,Greg Nunez,6.8
4663,Message brother,Horror,1965,Christine Cunningham,1.9
4664,Pattern,Romance,2024,Mercedes Myers,7.8
4665,Suffer save special,Documentary,1966,Matthew Peters,8.5
4666,Candidate apply,Action,2002,Catherine Johnson,1.7
4667,Family across,Horror,2018,Joseph Sanders,8.1
4668,Ok free success treat,Comedy,1954,Katrina Wiley,8.8
4669,Although another,Drama,1958,Lisa Norris,6.2
4670,Drug challenge,Horror,1968,Tyler Rogers,4.9
4671,Total door,Documentary,1976,Eric Boyd,8.8
4672,Radio line forget,Documentary,2004,Chelsea Khan,9.1
4673,Every issue region truth,Thriller,1968,Katrina Wiley,9.7
4674,Order agreement short north,Documentary,1955,Anna Ray,2.3
4675,Point great along,Drama,2004,Theresa Gonzalez,9.1
4676,Society health high gun,Drama,1996,Lisa Harris,8.5
4677,Economy summer trade,Romance,1998,Anna Hanson,9.9
4678,Language enter style,Action,1958,Christine Johnson,2.0
4679,Hundred newspaper race,Thriller,2004,Lisa Norris,8.7
4680,Half such,Horror,2000,Gregory Saunders,9.8
4681,Hard,Comedy,1992,Eric Boyd,2.1
4682,White tend,Comedy,2024,Philip Gomez,2.1
4683,Tonight high across,Sci-Fi,2010,Ann Clark,3.3
4684,Article off,Documentary,1981,Ann Clark,9.5
4685,Else station social,Romance,1989,Dwayne Smith,6.3
4686,Past field,Sci-Fi,2008,Stephen Odom,3.9
4687,Situation knowledge,Sci-Fi,2017,Samantha Lyons,6.5
4688,Central job,Horror,1990,Christine Johnson,8.8
4689,Civil dinner technology,Comedy,2009,Michael Long PhD,1.7
4690,Window movement,Comedy,2024,Monica Meza,8.1
4691,Wide situation call,Horror,1953,Andrew Johnston,5.2
4692,Down simply,Comedy,1953,Anthony Kelley,3.5
4693,Religious week,Thriller,2006,Theresa Gonzalez,4.6
4694,Computer want,Horror,1981,Michael Holden PhD,7.5
4695,Themselves themselves record middle,Horror,2003,Kevin Guerra,4.8
4696,Entire sure,Thriller,1969,Deborah Cisneros,5.2
4697,Those spend property,Action,1997,Shawn Allen,2.6
4698,Foreign local,Romance,1975,Jasmine Howell DDS,5.3
4699,Anyone official south,Thriller,2006,Erin Davis,6.1
4700,Cell culture manage really,Romance,1995,Daniel Jones,8.4
4701,Attack foot the,Action,1973,Michael Long PhD,8.4
4702,Development sea,Action,1997,Brandon Russo,7.7
4703,Risk make decade,Drama,1985,Cindy Dean,10.0
4704,Debate position husband,Horror,1984,Lisa Bryant,8.2
4705,Amount put,Drama,2010,Clayton Wise,2.6
4706,Seem blood six,Action,1987,Philip Gomez,2.3
4707,Lot southern over,Action,1992,Tammy Mcgee,6.6
4708,Race interview none,Action,1952,Ashley Mcmahon,1.5
4709,Town whether,Action,1974,John Copeland,3.5
4710,Than want pattern,Comedy,1978,Jennifer Smith,8.1
4711,Tell land drive,Documentary,2004,Bethany Olson DVM,3.3
4712,Protect product ready happen,Horror,1977,Christine Cunningham,8.3
4713,House chance mean,Comedy,2004,Michael Holden PhD,6.7
4714,Sport interest present,Thriller,1990,Tyler Rogers,6.4
4715,Account bit list,Documentary,1979,Cindy Dean,4.3
4716,Money face effort,Documentary,2017,Samantha Lyons,7.2
4717,Child executive remain,Action,2015,William Rubio,7.8
4718,Thus space could,Drama,1951,Philip Williams,1.4
4719,Program the drive,Comedy,2016,Samantha Lyons,3.8
4720,Bad improve bed,Action,1966,Stephen Odom,2.3
4721,Close laugh,Romance,2005,Katherine Berry,7.1
4722,Least form become,Sci-Fi,2023,Angela Martin,6.1
4723,News really,Drama,2006,Joseph Sanders,3.2
4724,Realize leave population,Drama,1991,Matthew Peters,5.9
4725,Firm hold,Drama,2003,Corey Rodriguez,4.6
4726,Room,Thriller,2005,Anna Ray,6.9
4727,Upon analysis know,Documentary,1978,Anna Ray,5.2
4728,Cultural she later,Comedy,2011,Katrina Wiley,4.2
4729,Want child,Action,1976,Anthony Kelley,7.1
4730,I bank red,Romance,2019,Stacey Morrison,8.0
4731,State institution,Horror,1972,Susan Cruz,7.1
4732,Nor increase,Comedy,2002,Mercedes Myers,7.7
4733,Collection pay,Thriller,1954,Christine Pacheco,7.7
4734,Benefit read,Sci-Fi,1998,Adriana Evans,3.7
4735,Instead what,Action,1987,Scott Jones Jr.,8.4
4736,Never enough hold,Romance,1978,Samantha Lyons,6.8
4737,Let rock general,Horror,1980,Denise Smith,6.9
4738,Sense task,Action,2006,Linda Morse,3.7
4739,Series style,Comedy,2002,Ashley Mcmahon,6.7
4740,Your,Sci-Fi,2006,Cindy Dean,2.6
4741,Gun foot term,Romance,1995,Jody Hoffman,1.7
4742,About western meet,Sci-Fi,2022,Jason Stanton,8.2
4743,Pick ten,Sci-Fi,1968,Danielle Dyer,7.9
4744,Huge later,Sci-Fi,2000,Craig Thompson,9.0
4745,Exist movie bag herself,Thriller,2011,Adam Jackson,6.3
4746,Season inside cause,Thriller,2008,Shawn Allen,8.1
4747,Thousand upon wife seat,Horror,2014,Mercedes Myers,7.3
4748,Herself term,Horror,2019,Jennifer Smith,9.4
4749,Once miss whose stand,Action,2000,Ann Clark,3.4
4750,Develop huge,Comedy,1998,Kevin Guerra,7.4
4751,Think foreign political,Horror,1997,Erika Douglas,9.6
4752,Dinner yet,Comedy,2014,Samuel Bender,5.6
4753,Friend recently,Action,1972,Eric Boyd,7.1
4754,Keep,Drama,2003,Samantha Lyons,3.6
4755,Something attention leave,Action,2011,Anthony Kelley,7.6
4756,Someone,Romance,1951,Joseph Sanders,7.0
4757,Meeting score also,Horror,1993,Caitlin Hill,9.2
4758,Others support born,Documentary,2012,Jill Thornton,7.3
4759,Sound race,Action,1963,William Rubio,2.1
4760,Significant,Drama,2004,Susan Cruz,3.4
4761,Way seat,Sci-Fi,2018,Brady Rose,7.0
4762,Worry,Drama,1980,Jasmine Howell DDS,8.2
4763,Artist pick structure,Romance,1990,Rodney Rose,7.3
4764,Others really task,Documentary,2017,Daniel Sheppard,7.9
4765,Miss impact because idea,Sci-Fi,2008,Stacey Morrison,2.8
4766,Direction child lawyer,Romance,2019,Mercedes Myers,9.3
4767,Page amount clear,Horror,1974,Scott Jones Jr.,3.1
4768,Tonight use resource,Romance,1996,Christopher Davis,9.5
4769,Region investment,Sci-Fi,1975,Lisa Bryant,9.7
4770,Important leader ago,Drama,1967,Erika Douglas,8.0
4771,Cut left true,Horror,2023,Eric Boyd,5.6
4772,Wind between,Sci-Fi,2007,Chelsea Khan,3.4
4773,Ago friend,Romance,2003,Mark Lynch,4.6
4774,Play item,Documentary,1986,Ernest Harvey,2.6
4775,Either easy,Documentary,1957,John Phillips,1.1
4776,Rich season,Sci-Fi,1970,Christine Pacheco,6.3
4777,Break all rate world,Horror,2020,Gregory Watts,4.9
4778,Kitchen detail book,Documentary,1957,Tim Richardson,1.9
4779,Open story,Sci-Fi,1962,Eric Boyd,10.0
4780,Know the,Sci-Fi,2011,Daniel Sheppard,5.5
4781,Over see,Thriller,2024,Katherine Berry,5.8
4782,Drug,Romance,1966,Lisa Norris,8.0
4783,Tv play,Thriller,2009,Bethany Olson DVM,2.3
4784,Lose institution either,Horror,1969,Jennifer Reed,6.6
4785,Rest pass stuff,Thriller,1983,Greg Nunez,2.3
4786,Least break student,Documentary,1966,Monica Meza,8.8
4787,Sure address,Documentary,1990,Jesse Morales,6.8
4788,Turn easy,Drama,2005,Tina Smith,8.2
4789,Particular less clear,Drama,2002,Anthony Moreno,7.3
4790,Very order,Sci-Fi,1995,Mark Lynch,8.4
4791,Join may,Action,1987,Renee Bullock MD,1.5
4792,Discuss almost recognize,Comedy,2011,Lisa Bryant,5.9
4793,Five girl job year,Thriller,2021,Caitlin Hill,5.2
4794,Church adult,Horror,2004,Christine Cunningham,7.2
4795,This store traditional there,Romance,1986,Lisa Norris,1.6
4796,Cultural between would,Drama,1998,Melissa Hardin,4.5
4797,Past,Action,1996,Jeffrey Rivera,4.4
4798,Future general,Comedy,1976,Stacey Morrison,9.5
4799,Stand eat,Horror,2002,Eric Boyd,3.0
4800,Gun stand blood mouth,Sci-Fi,1980,Gregory Guzman,9.6
4801,Sell out,Documentary,1970,Christine Cunningham,2.0
4802,Son series much,Horror,2023,Anthony Moreno,9.0
4803,Remember risk should church,Thriller,1966,Dominique Carr,1.9
4804,Billion,Thriller,2003,Christopher Davis,6.5
4805,Crime our mission,Action,1961,Gregory Saunders,8.1
4806,Then new specific,Action,1993,Tonya Howard,2.5
4807,Yet Democrat to forward,Documentary,1973,Christine Johnson,6.7
4808,Family sign short,Drama,1965,Jesse Morales,4.8
4809,Space benefit,Sci-Fi,1956,Christine Cunningham,2.9
4810,Pressure rule many dark,Comedy,1974,Katrina Wiley,5.1
4811,Foot staff form,Thriller,1955,John Copeland,7.1
4812,Least film,Comedy,1959,Greg Nunez,7.2
4813,South or court she,Horror,2005,Gregory Guzman,8.8
4814,When today,Drama,1998,John Copeland,6.9
4815,Option possible,Comedy,1974,Samantha Lyons,6.4
4816,Similar address baby,Horror,1975,Brian Kelley,9.0
4817,Behavior sit camera,Comedy,1987,Lisa Forbes,4.0
4818,Mrs foreign own,Comedy,1965,Jill Thornton,7.6
4819,Final TV feel,Romance,2004,Kaylee Gallegos,7.6
4820,Field close,Documentary,1959,Christine Johnson,3.1
4821,Position wish,Documentary,1992,John Phillips,3.9
4822,Type model,Action,2016,Matthew Peters,6.1
4823,Floor anything,Horror,1997,Brady Rose,7.7
4824,Ten shake both,Horror,1953,Kevin Guerra,3.0
4825,Wear economy size southern,Action,1953,Wesley Mcconnell,5.8
4826,Sound travel,Romance,2013,Dwayne Smith,4.3
4827,Ready concern view,Comedy,1980,Christine Cunningham,2.9
4828,Speak,Action,1950,Mark Lynch,8.9
4829,Section your real,Sci-Fi,1990,Anna Ray,2.3
4830,Argue middle around,Sci-Fi,1993,Brady Rose,7.0
4831,Although responsibility,Drama,2009,Rodney Rose,8.2
4832,Body,Action,1985,Gregory Guzman,9.5
4833,Wind seat,Romance,2000,Anna Hanson,9.4
4834,Old approach economic,Drama,1972,Katherine Berry,7.6
4835,Teach join,Thriller,1968,Christopher Davis,2.8
4836,Candidate Republican,Romance,1978,Lisa Harris,9.5
4837,Hold he accept,Comedy,1961,Bethany Olson DVM,8.2
4838,Task reveal,Horror,1971,Tina Gray,1.7
4839,Throw turn training,Documentary,1954,Cindy Dean,3.2
4840,Operation agree,Thriller,1985,Mercedes Myers,5.6
4841,Board nothing,Sci-Fi,1995,Dwayne Smith,6.8
4842,Medical democratic,Sci-Fi,2011,Corey Rodriguez,4.8
4843,Notice,Comedy,1962,Christopher Davis,1.5
4844,Statement business he,Drama,1955,Mark Lynch,2.3
4845,Feeling again behavior,Action,2012,Denise Smith,1.6
4846,Majority effort,Drama,2024,Chelsea Khan,2.4
4847,Machine painting reflect,Comedy,1999,Renee Bullock MD,1.8
4848,Thought campaign fish,Romance,1950,Jill Thornton,5.6
4849,It even recently,Horror,1966,Anna Ray,9.1
4850,Can get,Comedy,2015,Renee Bullock MD,6.9
4851,Common law adult,Romance,2004,Bethany Olson DVM,4.6
4852,Point,Romance,1963,Angela Martin,7.4
4853,No stage,Comedy,2010,Theresa Gonzalez,6.7
4854,Responsibility,Comedy,1986,Adam Jackson,5.0
4855,Beautiful financial,Drama,2015,Tonya Howard,6.2
4856,Issue far,Comedy,1959,Wesley Mcconnell,8.4
4857,Tree animal,Romance,1972,Jennifer Reed,8.3
4858,Case eat evening,Drama,1995,Gregory Saunders,3.9
4859,Most hour,Documentary,1996,Corey Rodriguez,1.5
4860,Represent economic,Horror,1996,Danielle Dyer,3.3
4861,Teach third result onto,Sci-Fi,1985,Samantha Lyons,7.7
4862,Physical probably,Action,1996,Kevin Guerra,3.4
4863,Or remember up,Sci-Fi,1995,Clayton Wise,1.5
4864,Often time white,Horror,2011,Samantha Lyons,7.3
4865,Likely kind,Romance,1997,Caitlin Hill,7.5
4866,Leave group seem,Action,1964,Brady Rose,3.6
4867,Environmental,Documentary,2007,Stacey Morrison,8.4
4868,Deal which hair,Horror,1999,Chelsea Khan,7.3
4869,Position clear increase,Thriller,1973,Anna Hanson,7.8
4870,Adult middle,Documentary,2002,Mercedes Myers,9.0
4871,Face bank,Romance,1994,Andrew Johnston,9.0
4872,Town about arrive,Documentary,1991,Michael Rivera,6.4
4873,From discuss,Romance,1986,John Copeland,5.6
4874,Bar among red,Action,1974,Alicia Long,9.0
4875,Bag issue bring month,Sci-Fi,2014,Anthony Davis,7.5
4876,Lot officer,Horror,1994,Tina Smith,7.0
4877,Would peace,Drama,1979,Adam Jackson,3.4
4878,Discover seek cost,Drama,1996,Danielle Dyer,6.4
4879,Look,Sci-Fi,1972,Tyler Rogers,8.9
4880,Floor oil buy,Sci-Fi,1982,Chelsea Khan,6.7
4881,Language impact,Drama,2018,Danielle Dyer,1.4
4882,Rock rest,Action,1997,Timothy Young,1.8
4883,Join fear security we,Action,1984,Anna Ray,5.7
4884,Test yes,Romance,1959,Lisa Forbes,2.8
4885,Under billion thought,Sci-Fi,2006,Danielle Dyer,9.3
4886,Peace mission significant,Sci-Fi,1950,Mercedes Myers,9.9
4887,Year red stand,Romance,1954,Tyler Rogers,5.5
4888,Return,Action,2013,Jeffrey Rivera,9.0
4889,Production,Horror,2006,Antonio Price,4.5
4890,Realize economic area,Romance,2002,Scott Jones Jr.,3.4
4891,Start rest,Drama,2013,Gregory Guzman,1.2
4892,Cover,Documentary,1997,Dominique Carr,9.8
4893,Soon knowledge,Action,2016,Erin Davis,6.1
4894,Watch not box,Documentary,1980,Erika Douglas,9.0
4895,Past impact ability,Action,1967,Scott Jones Jr.,4.2
4896,Even card inside,Drama,1961,Anna Hanson,5.9
4897,Worry entire,Romance,1971,Stephen Odom,6.7
4898,Mind hair few official,Romance,1965,Jeffrey Rivera,4.5
4899,Window during,Documentary,2004,Jennifer Smith,7.8
4900,Upon course employee,Sci-Fi,2008,Susan Cruz,5.6
4901,Indeed indicate success,Thriller,1979,Gregory Saunders,6.7
4902,Home simple,Drama,1960,Michael Long PhD,1.8
4903,We laugh big artist,Documentary,1965,Theresa Gonzalez,2.4
4904,Player get,Sci-Fi,1987,Lisa Forbes,1.7
4905,Meeting good cell,Sci-Fi,2000,Deborah Cisneros,3.1
4906,Charge home physical,Action,1973,Linda Morse,4.4
4907,Enjoy successful,Thriller,1964,Christopher Davis,1.0
4908,Answer tough age,Horror,2014,Mercedes Myers,4.4
4909,Floor democratic wish,Sci-Fi,1980,Anthony Davis,3.4
4910,Record possible,Horror,1986,Linda Morse,1.6
4911,Shake professor visit,Action,1999,Timothy Young,1.6
4912,First wrong final,Thriller,2020,Jesse Morales,7.4
4913,Language help scientist,Romance,1956,Brady Rose,2.0
4914,Bring option,Drama,1989,Angela Martin,9.6
4915,Structure marriage,Action,1956,Corey Rodriguez,8.3
4916,Everyone sit including,Comedy,1979,Lisa Forbes,1.8
4917,Among every report,Horror,1982,Ann Clark,8.9
4918,Capital just write line,Action,1979,Mercedes Myers,4.0
4919,Star avoid,Horror,1962,Dominique Carr,5.0
4920,Base must better book,Thriller,1972,Erin Davis,6.2
4921,Talk ten,Romance,2020,Linda Morse,4.3
4922,Hundred discuss,Thriller,1964,Evan Taylor,6.8
4923,Green officer,Sci-Fi,1991,Melissa Hardin,8.3
4924,Own career,Documentary,2019,Gregory Guzman,2.4
4925,Six beyond must,Documentary,1952,Michael Rivera,7.8
4926,Increase no floor,Documentary,2021,Adam Jackson,1.3
4927,Surface board body,Horror,1977,Lisa Norris,8.9
4928,Sing policy allow,Comedy,1966,Mark Lynch,9.4
4929,Century only,Comedy,2006,Dwayne Smith,7.2
4930,Degree attention catch,Documentary,1981,John Copeland,7.4
4931,Young hope upon,Documentary,2018,Lisa Bryant,2.3
4932,Large ready,Action,1962,Mark Lynch,2.3
4933,Prevent capital good,Romance,1966,Christine Cunningham,9.9
4934,Perform than,Horror,1959,Philip Gomez,8.8
4935,Prepare order,Thriller,1999,Alicia Long,1.9
4936,Southern it,Documentary,1985,Wesley Mcconnell,5.6
4937,Manage over,Action,1971,Ann Clark,6.6
4938,Minute,Sci-Fi,1958,Kaylee Gallegos,2.2
4939,Campaign power husband,Thriller,1956,Jason Stanton,2.8
4940,Role style,Horror,2022,Craig Thompson,5.8
4941,Among nation,Drama,1990,Adam Jackson,8.9
4942,Quality prove step,Comedy,1989,Dominique Carr,6.6
4943,Have determine,Action,2009,Catherine Johnson,9.1
4944,Impact,Action,1955,Brian Kelley,7.7
4945,Change wide,Drama,1978,Renee Bullock MD,5.3
4946,Movie way question,Documentary,1964,Michael Rivera,4.0
4947,Majority people,Sci-Fi,1964,Christine Cunningham,3.6
4948,Purpose low away,Sci-Fi,2005,Lisa Forbes,2.0
4949,Late look room,Romance,1975,Alicia Long,6.1
4950,Mean agree red,Drama,2015,Greg Nunez,8.4
4951,Start,Action,1972,Christine Cunningham,8.2
4952,Former store,Thriller,1961,Monica Meza,1.4
4953,Give hour debate,Documentary,1952,Bethany Olson DVM,3.9
4954,American live,Comedy,1971,Cindy Dean,9.6
4955,You cost,Documentary,1964,Christine Johnson,5.4
4956,Travel ball traditional,Romance,2022,Kevin Guerra,5.2
4957,Believe,Documentary,1954,Jill Thornton,4.0
4958,Charge know political,Comedy,1990,Tammy Mcgee,8.4
4959,They trip,Documentary,2002,Sabrina Stevens,6.0
4960,Area she use down,Sci-Fi,1969,Dominique Carr,5.7
4961,Last mother affect,Documentary,2022,Tara Ford,8.1
4962,Character whose lead,Thriller,1965,Philip Gomez,8.6
4963,Mind customer chair,Thriller,1996,Chad Dyer,1.9
4964,Still kind pick,Sci-Fi,1969,Theresa Gonzalez,1.1
4965,Service big audience,Thriller,1976,Linda Morse,8.4
4966,Political a,Horror,1989,Monica Meza,2.2
4967,Administration be several,Comedy,1951,Gregory Saunders,5.5
4968,Course,Action,1960,Anthony Davis,4.9
4969,Billion,Horror,1961,Brandon Russo,4.3
4970,Else send,Sci-Fi,1977,Kevin Guerra,9.3
4971,Purpose great story,Horror,1976,Tara Ford,3.3
4972,Election knowledge lose,Comedy,1977,Jason Stanton,8.7
4973,Give policy,Comedy,1966,Jody Hoffman,5.7
4974,Expect list modern,Action,1984,Theresa Gonzalez,2.3
4975,Find yes,Thriller,2018,John Copeland,8.7
4976,Director despite,Documentary,2000,John Copeland,1.4
4977,Modern,Romance,2003,Tammy Mcgee,9.9
4978,Citizen network moment,Comedy,1984,Katrina Wiley,4.4
4979,Wait boy campaign,Action,1977,Joseph Sanders,6.6
4980,Add,Comedy,1975,Eric Boyd,9.6
4981,Tax something particular,Horror,1988,Bethany Olson DVM,7.0
4982,Yourself yet,Documentary,1956,Caitlin Hill,4.5
4983,Daughter better,Action,2010,John Copeland,7.7
4984,Ever open film,Documentary,1972,Linda Morse,4.4
4985,Receive data their threat,Sci-Fi,1978,Tim Richardson,1.9
4986,Air computer,Thriller,1998,Anthony Moreno,4.3
4987,Focus value,Sci-Fi,1992,Mark Lynch,1.7
4988,Ability stage,Romance,1968,Brian Kelley,4.1
4989,Read company,Comedy,2005,Anna Ray,3.5
4990,Yet weight wrong,Documentary,2018,Jasmine Howell DDS,5.3
4991,Successful industry,Thriller,2007,Angela Martin,3.8
4992,Benefit growth,Documentary,2004,Adriana Evans,1.0
4993,Often success,Documentary,1981,Stacey Morrison,9.5
4994,Truth knowledge,Sci-Fi,1986,John Phillips,4.8
4995,Offer share south,Action,2007,Katherine Berry,5.5
4996,Oil page,Sci-Fi,1953,Tina Smith,6.6
